contexte	nb_utilisations	nb_cilbe_n	nb_cible_v	réponse_mod
en+train de	2	0	0	est
aussi elles	1	1	0	v
pour regarder	3	2	1	est
le reste	1	0	1	ben
tomber }	3	1	1	v
bottes }	1	0	0	des
ranger ton	1	0	0	donc
des talents	1	1	0	v
petit cuisinier	1	0	0	un
le couvercle	3	0	3	est
là est+ce+que	1	1	0	là
après parce+que	1	1	0	puis
tu pourrais	1	1	0	que
Tim hein	3	0	3	v
les abimer	1	0	0	v
en prendre	1	0	0	v
ou tu	4	0	4	n
soeurs }	1	0	0	les
particulier }	1	1	0	
pas hein	9	2	7	v
tout+en+haut }	1	0	1	
jouent près	1	1	0	ils
ils se	2	2	0	v
ceinture }	1	0	0	la
une miette	1	0	1	v
les choses	1	0	1	v
chapeau }	1	0	0	un
bien à	1	0	1	v
tous les	8	0	6	v
caché dans	1	1	0	est
toi là	1	1	0	v
dedans peut+être	1	0	1	v
lequel }	2	0	1	est
là elles	2	2	0	puis
parce que	3	3	0	v
bien appuyer	1	0	1	v
de demande	1	1	0	n
toute la	2	0	1	v
est très	1	1	0	c'
de gâteaux	1	1	0	v
fripouilles }	1	1	0	
ils nous	1	1	0	si
euh machin	1	0	1	v
bien mais	1	0	1	v
attention }	1	0	0	v
pour prendre	1	0	1	est
ours brun	1	0	0	petit
dans ce	4	1	1	v
regarder aussi	1	0	0	v
pas tous	2	1	0	v
qui gagne	1	0	1	moi
index }	1	1	0	l'
derniers temps	1	0	0	les
vélo }	1	0	1	en
carrément }	1	1	0	v
de violettes	1	0	0	n
pour pouvoir	1	1	0	est
on ira	1	0	1	quand
à maman	4	2	2	n
aller au	1	0	0	v
on remet	1	0	0	v
mécanique }	5	3	2	n
aller jouer	1	0	0	v
et à	2	2	0	papa
hein ça	5	4	0	là
au bord	2	2	0	est
elle a	11	4	0	qu'est+ce+qu'
les bien	1	0	1	v
passera }	1	0	1	v
bien là	1	0	1	v
dans des	1	0	1	v
patés de	1	0	0	
tu viens	1	0	0	v
les endroits	1	0	1	v
celui+ci hein	1	0	0	v
tous ses	1	1	0	v
les fesses	1	0	1	as
propose picou	1	1	0	lui
bzzz }	1	1	0	
la craie	1	0	1	bien
plus que	1	0	1	v
cette oreille	1	0	1	v
les lapins	2	0	1	sont
côté et	1	0	0	à
de Mimi	2	2	0	n
déjà comme	1	0	1	était
d' animal	1	0	0	n
ta nouvelle	1	0	1	est
t' ausculter	1	0	0	tu
la fenêtre	1	0	1	parce+que
que la	2	1	0	pour
par Papa	1	0	1	v
juste }	1	0	1	v
choses dedans	1	0	0	des
sorcière }	1	0	0	
bleu }	3	3	0	un
courir }	1	0	1	de
fermé tout	1	1	0	pas
dessus là	2	1	1	pas
des assiettes	3	0	3	as
verte à	1	1	0	n
parce+que Pie	1	0	0	n
de poupée	1	1	0	n
ta mère	1	0	0	dans
le mettre	2	0	0	v
pour moi	2	1	0	est
âge }	3	0	0	quel
rouge pour	1	1	0	est
ton pouce	3	0	3	v
Peureux }	3	0	0	Monsieur
les numéros	1	0	1	v
à n+toto	1	0	1	v
quelqu'un dans	1	0	1	y+a
état elle	1	0	0	un
nez au	1	1	0	le
le rentrer	1	0	0	v
doudous }	1	0	0	des
très haut	2	0	2	pas
Thé }	2	2	0	Thé
de plein	1	1	0	n
de neige	3	3	0	n
pattes }	1	0	0	ces
mises que	1	1	0	as
hein qu'	4	2	0	v
le sur	1	0	0	v
il fait	5	3	0	qu'est+ce+qu'
tout+à+l'heure }	11	5	5	v
maintenant hein	1	1	0	alors
peut+être lui	1	0	0	v
combien ça	1	0	1	v
dès qu'	1	0	0	alors
à Ame	2	0	2	est
de trous	1	0	0	n
place }	1	0	0	le
de grimper	1	0	1	n
la figure	1	1	0	sur
voila }	1	1	0	ben
oui c'	2	2	0	ah
elle fera	1	0	0	qu'
cadeaux }	1	0	0	les
à laver	2	2	0	n
fort pour	1	0	0	si
tes lunettes	1	0	1	as
du puzzle	1	1	0	v
du livre	1	1	0	n
hein Thé	1	0	1	n
aujourd'hui l'	1	0	1	n
pas bien	15	1	12	est
mon poussin	1	1	0	v
et jaunes	1	0	0	n
mai }	1	0	1	v
hop+là en	1	0	1	
lui comme	1	0	1	tu
là allez	1	0	0	n
ouvrir }	1	0	0	pas
le sucre	1	0	1	nescafé
doucement }	2	1	1	v
rayures }	1	0	0	des
qui transportent	1	1	0	n
pour ce	1	0	1	n
autour de	1	0	1	n
à boire	1	1	0	v
la couleur	2	0	0	est
pâte+à+modeler }	1	0	0	la
goûter }	1	0	0	le
ramasse de	1	1	0	elle
les bleus	1	0	0	tous
d' enlever	1	0	1	v
hier Mar	1	1	0	v
là là	1	0	0	oh
rouge là	1	1	0	est
va se	2	2	0	on
hein aujourd'hui	1	1	0	n
mois }	2	0	0	huit
veux tu	2	1	0	tu
de terre	1	1	0	n
rouges dans	1	1	0	des
encore hein	4	3	1	a
en la	1	1	0	y
la brosse	1	0	1	peut+être
de crayon	2	2	0	pas
le bavoir	1	0	1	v
avec maïs	1	1	0	v
marcher }	2	0	0	v
Fanny est	1	0	0	
vêtements }	1	0	0	des
qui ont	1	1	0	n
hein avec	1	1	0	beau
une bosse	1	1	0	v
heuh pantalons	1	0	0	v
je l'	1	1	0	que
en haut	2	1	1	v
et pas	1	1	0	v
de fille	1	1	0	n
qu'y+a+t+il }	1	0	0	
un coup+de+pied	1	1	0	v
venez tous	1	0	1	
ces histoires	1	0	1	v
années }	1	0	0	
une rouge	1	1	0	v
le pantalon	3	0	3	où
encore dedans	1	1	0	v
la tête	5	0	4	v
tellement vite	1	0	1	v
rien alors	1	0	1	v
bleue très	1	1	0	n
il s'	5	3	0	comment
de poussières	1	1	0	n
dans l'	18	5	12	v
guili }	3	3	0	n
Mar qu'	1	0	0	est
tu voulais	1	1	0	que
ou pas	2	0	1	v
du fermier	1	0	1	v
pas vraiment	1	0	1	est
menton fleuri	1	1	0	n
blancs }	1	1	0	sont
nuage }	1	0	0	un
mais tu	7	3	1	oui
à fermer	1	0	0	pas
oui pour	2	1	0	ah
dix souris	1	1	0	n
pantoufles }	1	0	0	mes
espagnol }	1	0	1	
du monsieur	1	1	0	v
a montré	1	0	0	en
après hein	1	0	1	puis
qui poussent	1	1	0	n
pareil après	1	0	1	v
regarde le	1	0	0	v
ces derniers	1	0	1	tous
la marre	1	0	0	v
Maya et	1	0	1	Oscar
est+ce+qu' elle	1	1	0	où
joli tu	1	0	0	est
papillon qui	1	1	0	le
après ce	1	0	0	v
donne du	1	0	0	en
tu étais	1	0	1	quand
travail }	1	0	0	du
fait dans	1	0	0	elle
à Valérie	3	0	3	v
en voir	1	0	0	y
au milieu	6	3	3	n
mon gâteau	1	1	0	v
les lettres	2	0	0	toutes
pas une	2	0	1	est
là il	1	1	0	et
et une	3	3	0	n
pas contente	1	0	0	suis
en bleu	1	0	0	n
coins de	1	0	0	les
la vaisselle	1	0	1	v
par coeur	1	0	1	v
de ta	3	2	0	n
je crois	20	12	4	v
bientôt }	2	1	1	v
à mettre	5	4	1	v
avec de	1	1	0	n
en même	7	1	4	n
manger mais	1	0	0	le
coin }	1	1	0	un
sans eau	1	0	0	et
en banane	1	1	0	y
fort dessus	1	0	1	si
se blesser	1	0	0	ça
ton petit	1	1	0	v
dedans sinon	1	1	0	v
feuille qui	1	0	0	une
pas oui	2	1	1	v
les trois	1	0	1	sur
merci }	1	0	0	ah
des fois	5	3	1	v
que Mar	1	1	0	v
à Ger	3	1	2	v
glou glou	1	1	0	glou
page d'abord	1	0	0	la
gronder hein	1	0	0	v
pour tout+à+l'heure	1	0	1	est
l' eau	6	0	5	de
haute }	1	1	0	peu
des courses	1	0	0	v
ton tee+shirt	1	1	0	v
du pouce	1	1	0	v
nous vous	1	0	0	tu
pommes }	1	0	0	les
ou dans	1	1	0	bandes+dessinées
pour toi	8	5	0	n
mal encore	1	0	0	v
ce livre	4	0	4	dans
pour faire	8	2	4	est
s' il	3	3	0	v
en+dessous }	3	3	0	encore
d' éclore	1	0	0	n
la roulette	1	0	1	v
avec tout+à+l'heure	1	1	0	v
du }	2	1	0	v
faut bien	1	1	0	il
Mar }	49	26	19	de
ou il	2	1	0	n
est terminé	1	1	0	il
du singe	1	1	0	v
ou des	2	1	1	n
quand il	3	2	0	v
va le	1	1	0	on
et hop+là	1	1	0	n
avec ton	1	1	0	v
les poussins	2	1	1	et
aux pommes	1	1	0	n
peur }	3	1	0	v
essaie de	2	1	0	on
marche }	1	1	0	ça
hein cette	1	0	0	n
rire }	1	0	0	v
des questions	1	0	1	v
pousse ton	1	0	1	ça
de là	2	0	1	nous
cric }	1	1	0	v
ah oui	2	1	1	v
on lit	1	0	0	alors
gommettes hier	1	0	0	les
avec jaune	1	1	0	v
au fond	3	3	0	n
qui sont	14	9	0	n
ferme bien	1	0	0	la
le lion	1	1	0	parce+que
trous }	1	0	0	petits
du fil	2	2	0	a
aussi tout+à+l'heure	1	1	0	v
ouais si	1	1	0	ah
ça s'	2	2	0	comment
pas mais	1	0	1	v
oublié }	1	0	0	tout
de lions	1	1	0	n
les gommettes	1	0	1	où
Val de	1	0	0	à
de ma	1	1	0	est
plus de	7	0	4	y+a
quoi }	24	3	18	est
pour l'	2	2	0	n
mes doudous	1	0	1	sur
d' araignée	1	1	0	n
puis le	1	1	0	et
de quel	1	0	1	n
dort }	1	0	0	il
toujours près	1	0	0	v
du pot	1	1	0	v
n' entend	1	0	0	on
à tourner	1	0	0	v
là avant	1	0	1	n
d'anne sylvestre	1	1	0	
et on	7	6	1	n
de l'	30	10	17	v
tes jeux	1	0	1	v
de place	3	0	1	n
être en	1	0	0	v
jamais de	1	0	1	v
yeux se	2	0	0	les
y va	1	1	0	on
dans quoi	1	0	1	ouille+ouille+ouille
qui }	2	1	0	n
le code	1	0	0	v
l' allemand	1	0	1	v
t' intéresser	1	0	0	tu
une mine	1	0	1	v
hein en	1	0	1	n
son piano	1	1	0	v
aux gommettes	1	0	1	n
il essaye	1	1	0	qu'est+ce+qu'
tes deux	1	0	1	sur
une heure	3	0	0	v
pour repasser	1	0	0	est
justement }	2	2	0	est
ou quoi	2	1	0	n
ton la	1	0	0	v
le poisson	4	0	4	sur
chercher ça	1	0	0	v
à Aline	1	0	1	v
ici de	1	1	0	v
les gants	1	0	1	était
à farine	1	1	0	v
à faire	15	4	11	v
à taper	1	0	1	n
les chercher	1	0	1	v
en moto	1	0	0	y
papi et	1	0	0	avec
euh en	1	0	0	général
à Pie	2	0	1	est
rien }	3	0	3	v
par le	5	0	5	v
le singe	1	0	1	v
pour beaucoup	1	0	1	est
qu' à	1	0	0	as
petites bêtes	1	0	0	des
on dit	4	2	1	comment
mais en	4	1	1	n
par ici	1	0	1	v
gâteaux s'il+vous+plaît	1	0	0	des
ensemble }	3	0	2	n
tu réclamais	1	1	0	que
aː }	1	0	1	
essayé comme	1	0	0	jamais
trop simple	1	0	0	pas
celui de	1	0	1	et
front beaux	1	0	0	mon
complètement ce	1	0	1	v
les lunettes	1	0	1	avec
klapklapklap }	1	0	0	
avec moi	4	0	3	sage
les oreilles	4	3	1	dans
lourd pour	1	0	0	trop
de trois	1	0	1	n
peut+être mieux	1	0	0	v
et pomme	3	3	0	n
alors parce+que	1	0	0	n
le cou	2	0	1	a
l' histoire	16	0	15	v
en liberté	1	0	1	y
beau alors	1	0	0	est
de banane	1	1	0	n
de Nöel	1	1	0	n
est revenu	1	0	0	on
une vis	1	0	1	ça
la mare	1	1	0	dans
sont tout	1	1	0	ils
feuille de	1	0	0	une
de celui	1	1	0	n
appportait à	1	0	0	
Glouton }	1	0	0	
trois+là on	1	0	0	
rien à	1	0	1	as
on rentre	1	0	0	qu'
les vacances	4	0	1	pendant
fini de	1	0	0	as
roi }	1	1	0	le
d' activité	2	2	0	n
ça on	1	0	0	comme
du petit	1	0	1	n
mécanique alors	1	1	0	n
peut+être ramasser	1	0	0	v
bâtonnets là	1	1	0	
dû freiner	1	0	0	a
et chaud	1	1	0	n
celui+là hein	1	0	1	et
pas plutôt	2	0	1	est
euh Mar	1	0	0	v
dans son	4	3	1	v
que prend	1	1	0	v
si tes	1	0	0	v
la voisine	1	0	0	parce+que
gueule grande	1	0	0	
grande ouverte	1	1	0	une
là les	3	1	1	sont
comme bus	1	0	0	v
pas de	3	0	2	y+a
pas à	14	2	11	v
peut+être aussi	2	2	0	v
pour voir	3	3	0	v
têtes }	1	0	0	deux
ou la	1	1	0	n
ouh+la tu	1	1	0	n
les cuillères	1	0	0	v
pièce tu	1	0	0	la
sur euh	2	1	1	n
dans ton	7	6	1	v
du couloir	1	1	0	v
regardé }	1	0	0	a
est prête	1	0	0	c'
faire remonter	1	0	0	v
